track_id,track_name,duration_ms,track_popularity,explicit,album_name,album_id,album_type,album_total_tracks,release_date,artist_name,artist_id,artist_genres,artist_popularity,artist_followers,danceability,energy,key,key_confidence,loudness,mode,mode_confidence,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo_confidence,time_signature,time_signature_confidence,playlist_name
I Got Nothing,4yagkb6nJCRcfjUhaOVHTw,203540,69,False,I Got Nothing,32wadIN0emxBanTLINlH08,single,1,2023-12-08,MEDUZA,0xRXCcSX89eobfrshSVdyu,edm; pop dance; pop house; uk dance,76,715083,0.593,0.901,1,0.634,-6.908,1,0.65,0.0702,0.0685,0.212,0.185,0.41,124.971,0.812,4,0.995,House
Rhythm Machine,7qhYyXBbL12mPyj93PyUBb,187500,59,False,Rhythm Machine,0K0ttvuvuaeNPKF9bQ8GmV,single,1,2024-01-12,Westend,4epc3Bd0DOBA0kDywkRAsu,bass house; tech house,57,39293,0.81,0.907,3,0.026,-5.815,1,0.278,0.0443,0.00193,0.326,0.054,0.499,128.004,0.946,4,1.0,House
Again - Edit,6Jy35IQl4MUrYX90AkBZuD,213750,56,False,Again (Edit),3vGWOnoKWrxkueS2VXtj4F,single,2,2023-11-24,Roger Sanchez,1HT9k1ZSUL9IczSstOAgWJ,disco house; diva house; tribal house,54,138996,0.912,0.728,2,0.446,-5.547,1,0.491,0.147,0.00188,2.65e-06,0.137,0.743,126.061,0.786,4,0.573,House
(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,231545,89,False,(It Goes Like) Nanana [Edit],2LVDNOUUy2g8517ZEtQIcK,single,1,2023-06-15,Peggy Gou,2mLA48B366zkELXYx7hcDN,electra; float house,70,852668,0.671,0.876,7,0.427,-5.681,0,0.724,0.0352,0.12,0.188,0.0823,0.964,129.998,0.935,4,1.0,House
Dance No More (with Kaleena Zanders),7gDgphzQU0urJU3AtoLJup,202657,63,False,Dance No More (with Kaleena Zanders),7uvMgsCSqtqOGaUfTRMZpL,single,3,2023-08-25,Sunday Scaries,0PavAVTZWBEpaj4iJdKCyj,,52,21431,0.809,0.903,10,0.741,-5.122,0,0.685,0.166,0.0194,0.832,0.115,0.796,127.015,0.902,4,1.0,House
adore u,3YgtkOxZsTuaZdL8McA1FQ,220653,82,False,adore u,7K3BWpksmH4L7BoqUdhZrL,single,1,2023-08-11,Fred again..,4oLeXFyACqeem2VImYeBFe,edm; house; stutter house,78,1225615,0.747,0.867,0,0.66,-7.311,1,0.591,0.088,0.582,0.00413,0.114,0.684,124.015,0.955,4,0.973,House
Lo Que Soy,3d4lGcDN1FISRTBeBeGRoJ,170953,59,False,Lo Que Soy,2L6QpGW5Wz3ohn7sxUMbqu,single,1,2023-07-07,Wax Motif,7zm3aSdmGiOkTt0aZFSO8R,bass house; electro house; tech house,54,103416,0.876,0.803,1,0.88,-5.092,0,0.653,0.054,0.213,0.398,0.0572,0.696,125.988,0.912,4,1.0,House
Alegria,1WUgHCBCyORBL7xNgDagWL,151875,53,False,Alegria,6ORYPlWMiM54z2yQ5cPjnf,single,1,2023-06-22,Dave Winnel,1K80Wcuuo13i28cVd68mxm,,42,15425,0.781,0.93,7,1.0,-5.661,1,0.801,0.0706,0.0341,0.545,0.182,0.161,128.013,0.87,4,1.0,House
Brighter Days - Marco Lys Remix,7IJP1vVnqU5mV2hYUbZrlX,382857,62,False,Brighter Days (30 Year Anniversary Remixes),27khu5BAQkUgYxqlYFwRLB,single,3,2022-11-04,Cajmere,7lIBLhQHKay3r1xtO3VtWT,chicago house; classic house; deep house; footwork,44,30826,0.77,0.876,7,0.244,-6.383,1,0.503,0.0465,0.00884,0.37,0.0906,0.0891,125.995,0.987,4,1.0,House
Ready To Go (My Addiction),38WaKuEd7hiWFsT0kbCwFn,144390,58,False,Ready To Go (My Addiction),7iyKDcE1bonqByVb0anyKo,single,1,2024-01-12,HUGEL,5PlfkPxwCpRRWQJBxCa0By,deep house,68,208204,0.86,0.795,10,0.657,-6.62,0,0.456,0.0687,0.0351,0.017,0.0965,0.651,122.956,0.777,4,1.0,House
Giving Me,1ACFweuuvf6MHtptObgreR,169000,80,False,Giving Me,0wTaLHasxRWB2VBwh9maAc,single,1,2023-03-10,Jazzy,7zAAwgV5Wqmvpb4GzvlRkP,pop dance,64,49730,0.735,0.651,7,0.528,-9.25,0,0.582,0.112,0.329,0.000205,0.131,0.476,127.07,0.813,4,1.0,House
JOY (Up The Street),5PFSQQxlsdUrR63J31spMv,237979,49,False,JOY (Up The Street),757FRJv2zPA021rfTPK7hr,single,5,2023-11-01,Joy Anonymous,3pK4EcflBpG1Kpmjk5LK2R,,52,26655,0.76,0.664,5,0.177,-5.233,0,0.377,0.205,0.0572,0.00356,0.148,0.633,127.016,0.873,4,1.0,House
Ain't No Other Man - Rework,2arAYoniFUo3ojtcDEIhdl,154560,62,False,Ain't No Other Man (Rework),6iHOTd9FBBOLSDfJp8mFFq,single,1,2023-05-19,Murphy's Law (UK),1q85MRE0aEF6NfZQdlMrl1,,48,7880,0.891,0.741,6,0.651,-6.458,1,0.482,0.0645,0.00111,0.0127,0.0723,0.454,127.979,0.834,4,0.461,House
Asking,4bz8Z7squfs2Yji2DwoujR,191590,80,False,Asking,1UrVUYOo7y1pAo7EJYQOmZ,single,1,2023-07-07,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,house; pop dance; uk dance,66,173669,0.477,0.854,4,0.785,-5.274,0,0.69,0.0896,0.0213,1.67e-05,0.19,0.395,126.965,0.471,4,1.0,House
Drums (Feat. Kim Petras),4AFlChQQJbB1MOCgOiiyYc,152400,77,False,Drums (Feat. Kim Petras),5Xs1g4UOOm6NBk4cSxyl2M,single,1,2023-10-06,James Hype,43BxCL6t4c73BQnIJtry5v,deep groove house; house; pop dance; uk dance,70,316122,0.803,0.834,5,0.011,-5.491,0,0.239,0.0366,0.0162,0.00197,0.16,0.563,128.008,0.835,4,1.0,House
Needle On The Record,5qKuF0NtvWVn5UarAgyli3,186625,63,False,Needle On The Record,7E0q2fAykseBKfLY7X53jJ,single,1,2023-11-10,Riordan,68rU1sdZ0HjxjEC5YnSmao,tech house,50,31054,0.792,0.919,6,0.666,-9.028,0,0.348,0.0819,0.137,0.151,0.274,0.711,128.968,0.664,4,1.0,House
All For You,0HMCP4nAPkUan3NQr6hSuT,213095,52,False,All For You,1IvCA1tB8GNQ5KzAJ9pm60,single,1,2024-01-11,Dombresky,2GVtgxcx7jg5xVCZsIHSGN,bass house; electro house; house; tech house,52,110569,0.696,0.9,7,0.534,-6.658,1,0.445,0.0473,0.0124,0.84,0.0753,0.518,126.028,1.0,4,1.0,House
Relax My Eyes,5u4hhtZ7f4rWkMZEZcTKrH,192150,79,False,Relax My Eyes,2vIDF8BeMN3BcF0yOSMgmN,single,1,2022-11-04,ANOTR,4p5WgeiPSPpqPDs7T6OkWf,dutch tech house,59,81067,0.747,0.616,3,0.509,-9.76,0,0.432,0.0324,0.176,0.116,0.143,0.908,131.975,0.921,4,1.0,House
B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,226626,78,False,B.O.T.A. (Baddest Of Them All),2lQgd3Svp1ZWAzZPLobAPK,single,2,2022-08-12,Eliza Rose,4XC335ouK6pXyq4QiIb8bP,house,64,54596,0.736,0.906,0,0.465,-7.589,1,0.532,0.048,0.164,0.585,0.106,0.698,137.001,0.886,4,1.0,House
Lady Love,3ACTBfO2gL0RY2a3Eb5kY5,174524,66,False,Lady Love,6XGxAqDf3339vdyvHKuUhh,single,2,2023-08-04,Oden & Fatzo,2YEnrpAWWaNRFumgde1lLH,,54,30845,0.791,0.734,6,0.318,-8.636,0,0.515,0.0725,0.0359,0.0198,0.112,0.943,125.966,0.889,4,1.0,House
Good Love,0ZVjgfaC2Ptrod9v6p9KFP,169534,78,False,Good Love,4SCAkvXJmXuvoQTlQU7Q48,single,1,2023-05-12,Hannah Laing,1QEd635szhierW6gzRiS1o,charva,60,53794,0.775,0.817,1,0.601,-4.921,1,0.545,0.0656,0.127,0.00273,0.215,0.386,140.033,0.752,4,1.0,House
All Night Long,1vQWFjEC34DHNXrRTFjDxe,178935,77,False,All Night Long,4JMnG7K7XcaDlqOHS106i7,single,2,2024-01-19,Kungs,7keGfmQR4X5w0two1xKZ7d,edm; pop dance; uk dance,70,933049,0.704,0.903,1,0.678,-4.076,0,0.56,0.0581,0.216,0.00857,0.0879,0.423,126.041,0.713,4,1.0,House
Be The One,1cQld05IcUDw3RCFt7uymW,169852,77,False,Be The One,03CJTIUvULKcMHjr0qjZtK,single,1,2023-03-31,Eli Brown,5lVNSw2GPci8kebrAQpZqU,house; tech house; uk dance,61,99703,0.659,0.93,0,1.0,-5.084,1,0.608,0.043,0.00634,0.177,0.104,0.546,135.977,1.0,4,1.0,House
Real Love,4HrLjuPDoxwofY6azxdzb0,173377,56,False,Real Love,6XU17Ta3KWa045AfQV0mLM,single,1,2023-11-17,Jess Bays,5xEJ7FQOtIUMLdnKyZrvPB,uk dance,53,12883,0.627,0.939,5,0.752,-3.556,0,0.682,0.102,0.00204,0.000687,0.324,0.577,126.968,0.913,4,0.989,House
Get Hard (You In The Lobby),3tUtwmznpPiEu8AkqX3Xom,156948,64,False,Get Hard (You In The Lobby),3Py5hR3sTJG5PqCxw6TqYn,single,1,2023-11-17,Luke Dean,2BhXOZ96YbOdXz8F6HVUw4,,44,4520,0.809,0.918,0,0.035,-4.168,1,0.27,0.0457,0.00584,0.0196,0.121,0.734,129.994,1.0,4,1.0,House
Body Moving,5SFCEkybGYmmzKqewtDEaN,154215,77,False,Body Moving,5EcypjAXyzxlrF5AKCNg9K,single,1,2023-11-17,Eliza Rose,4XC335ouK6pXyq4QiIb8bP,house,64,54596,0.788,0.906,10,0.588,-5.863,0,0.641,0.0382,0.0222,0.00283,0.0822,0.811,128.004,0.967,4,0.994,House
Rainfall (Praise You),1M8t1j3Kv2qp97bdq5q4Vl,166569,76,False,Rainfall (Praise You),4VanY5i4E59Mhz52qznJ95,single,1,2022-02-18,Tom Santa,1dTEPvUhxpFzL7UMKHWFfZ,stutter house,56,11837,0.767,0.862,5,0.478,-5.464,0,0.407,0.0606,0.14,0.0092,0.252,0.509,128.039,0.784,4,1.0,House
Say It To My Face,2Y7str4JalVvAAFcKALeyl,132736,45,True,Say It To My Face,7paSCVBfktpNZjGfIHBKp9,single,2,2023-09-15,Melissa Pools,3ZKTIDG2YvVYr9EogB9KpW,,26,397,0.793,0.738,9,0.549,-6.128,1,0.407,0.0573,0.0051,0.0512,0.112,0.687,125.012,0.927,4,1.0,House
redrum,52eIcoLUM25zbQupAZYoFh,270697,94,True,american dream,2RRYaYHY7fIIdvFlvgb5vq,album,15,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft,atl hip hop; hip hop; rap,93,16803819,0.624,0.74,2,0.548,-8.445,1,0.556,0.0481,0.00529,0.000224,0.5,0.246,172.089,0.147,4,0.981,Rap
First Person Shooter (feat. J. Cole),7aqfrAY2p9BUSiupwk3svU,247444,90,True,For All The Dogs,4czdORdCWP9umpbhFXK2fW,album,23,2023-10-06,Drake,3TVXtAsR1Inumwj472S9r4,canadian hip hop; canadian pop; hip hop; pop rap; rap,96,84302378,0.47,0.64,2,0.118,-7.779,1,0.158,0.32,0.0277,0.0,0.382,0.248,163.92,0.182,4,1.0,Rap
Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u,229938,94,True,The Forever Story (Extended Version),4rJDCELWL0fjdmN9Gn4f4g,album,16,2022-10-31,JID,6U3ybJ9UHNKEdsH7ktGBZ7,hip hop; pop rap; rap; underground hip hop,79,1566857,0.575,0.56,5,0.0,-7.302,1,0.072,0.478,0.173,0.0,0.257,0.471,75.956,0.068,4,0.966,Rap
Let's Go,5GCU2LJWPzoP8Q6nexs61z,140106,79,True,Glockoma 2 (Deluxe),49vCWZ0yKkRvfetjsYVLnx,album,23,2023-06-23,Key Glock,0RESbWvOMyua0yuyVrztJ5,memphis hip hop; rap; southern hip hop; tennessee hip hop; trap,77,1869826,0.673,0.526,8,0.814,-7.612,1,0.771,0.0677,0.00172,0.0,0.3,0.303,75.505,0.09,4,1.0,Rap
née-nah,2yUzr8Sr6ldG8vmHhZwTnz,220584,89,True,american dream,2RRYaYHY7fIIdvFlvgb5vq,album,15,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft,atl hip hop; hip hop; rap,93,16803819,0.678,0.758,1,0.367,-6.524,1,0.499,0.227,0.00495,0.0,0.57,0.318,165.423,0.432,4,1.0,Rap
Loop Hole (feat. 21 Savage),5gzEL5O1ubbtIHUhLkSMTz,151182,79,True,Tee's Coney Island,2XCjDuNrAObHZrKPhsWvzP,album,16,2023-11-03,Tee Grizzley,6AUl0ykLLpvTktob97x9hO,detroit hip hop; detroit trap; rap; southern hip hop; trap,69,3644229,0.746,0.549,9,0.219,-7.459,1,0.287,0.348,0.00412,1.02e-06,0.331,0.491,164.928,0.517,4,0.872,Rap
GET OFF ME (with Travis Scott),2Adxpr1j5lSihOCsmIfflJ,215240,79,True,INSANO,0tpIUAzCeUkoV4u2r5NrQr,album,21,2024-01-12,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,hip hop; ohio hip hop; pop rap; rap,82,6851211,0.78,0.41,5,0.103,-8.164,1,0.611,0.0451,0.0185,0.0,0.153,0.0585,121.919,0.455,4,1.0,Rap
all of me,2FoahzOSxJnalPA8aBUme3,198292,87,True,american dream,2RRYaYHY7fIIdvFlvgb5vq,album,15,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft,atl hip hop; hip hop; rap,93,16803819,0.653,0.805,5,0.583,-5.708,0,0.767,0.304,0.12,1.17e-05,0.842,0.791,159.947,0.585,4,0.627,Rap
Mmhmm,1nQaTUDJ7Rc4yOvZmg9Ozr,119015,80,True,Mmhmm,1D3Uf2OkWYQytEbK3NpdMn,single,1,2023-10-06,BigXthaPlug,6qxpnaukVayrQn6ViNvu9I,southern hip hop,75,392188,0.93,0.682,9,0.244,-8.799,1,0.188,0.331,0.028,0.0,0.129,0.962,126.003,0.909,4,1.0,Rap
soak city (do it),779jpZikRmH99DiSVpwCHD,123547,58,True,lottery pick,6X56VpnIYr8WOiCpkXHdEw,album,8,2023-06-15,310babii,4VCriUU9CsPnUvoAsxVk1p,,65,53961,0.861,0.694,9,0.329,-6.358,1,0.327,0.187,0.0658,0.0,0.286,0.257,101.919,0.672,4,1.0,Rap
n.h.i.e.,6x9pCndnXEoea0CMcfjs9W,143718,88,True,american dream,2RRYaYHY7fIIdvFlvgb5vq,album,15,2024-01-12,21 Savage,1URnnhqYAYcrqrcwql10ft,atl hip hop; hip hop; rap,93,16803819,0.818,0.512,5,0.364,-9.056,0,0.431,0.0926,0.093,0.0441,0.11,0.155,131.967,0.606,4,0.856,Rap
Never Lose Me,6uTPdRrEDeH8Fyg5L5qmeU,125901,90,True,Never Lose Me,4K5YnziH8o3NoEsxv8zviL,single,1,2023-11-30,Flo Milli,08PvCOlef4xdOr20jFSTPd,viral rap,74,812357,0.781,0.567,1,0.834,-7.857,1,0.717,0.0969,0.0504,0.0,0.0981,0.0743,121.964,0.582,4,1.0,Rap
Think U The Shit (Fart),4w2Furap0ZzaiK4J14E9sR,141639,74,True,Think U The Shit (Fart),1NEBms3ay8CUHTUzD7wzHO,single,1,2024-01-26,Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,bronx drill,76,2825731,0.967,0.545,9,0.346,-6.647,1,0.374,0.207,0.0403,0.000195,0.0809,0.311,122.101,0.584,4,1.0,Rap
IDGAF (feat. Yeat),2YSzYUF3jWqb9YP9VXmpjE,260111,92,True,For All The Dogs,4czdORdCWP9umpbhFXK2fW,album,23,2023-10-06,Drake,3TVXtAsR1Inumwj472S9r4,canadian hip hop; canadian pop; hip hop; pop rap; rap,96,84302378,0.663,0.67,8,0.67,-8.399,1,0.651,0.271,0.0464,8.92e-05,0.205,0.138,136.952,0.654,4,0.902,Rap
Climate (feat. Offset),1c7MITQmNJTrvfbDSzWT6x,170106,77,True,THE BIGGEST,2EZ8JL3dtb54VXi3k6E7k6,album,7,2023-12-01,BigXthaPlug,6qxpnaukVayrQn6ViNvu9I,southern hip hop,75,392188,0.96,0.749,11,0.004,-3.881,0,0.215,0.251,0.0256,0.0,0.0889,0.703,124.563,0.885,4,0.705,Rap
PISTOL PACCIN,3ScMs95OaNlkrZuRe7gyYa,149449,80,True,Cottonwood 2 (Deluxe 2.0),1ugjPDt5OYUeYmwYkgqEfQ,album,40,2023-10-27,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop; rap,79,7519347,0.831,0.793,1,0.466,-4.127,1,0.434,0.369,0.0195,0.0,0.259,0.833,144.967,0.759,4,1.0,Rap
Lovin On Me,4xhsWYTOGcal8zt0J161CU,138411,99,True,Lovin On Me,6VCO0fDBGbRW8mCEvV95af,single,1,2023-11-10,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop; kentucky hip hop; pop rap; rap,85,3484537,0.943,0.558,2,0.393,-4.911,1,0.392,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,0.776,4,1.0,Rap
Bent,6ulEymrJ2Azx1uo3YHSE5w,170267,80,True,Bent,1lzWtPTZrL3ZE1oagDJgvL,single,1,2023-08-04,41,0yknvLWQZxwsMjhUhwWZQ8,new york drill,65,120630,0.862,0.621,2,0.108,-7.423,1,0.456,0.283,0.379,0.0,0.415,0.239,124.081,0.384,4,1.0,Rap
Shotta Flow 7,1WrxYBGmFK19BMRn3wLYMa,165433,78,True,Shotta Flow 7,1sDAOcqpwOFrDyrIncZn4d,single,1,2023-12-07,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop; rap,79,7519347,0.943,0.77,2,0.803,-4.665,1,0.667,0.237,0.0056,0.0,0.116,0.219,120.004,0.549,4,0.926,Rap
ONE CALL,69phA1R4gmQsBFRQ3INW8C,121399,79,True,Ghetto Fabulous,2D1j7mjB55lvygjMmYgTYT,album,14,2023-11-17,Rich Amiri,2sF5nNXnrrsCPZlt8ZpyGd,rage rap,68,199264,0.65,0.539,1,0.0,-7.281,1,0.062,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,0.523,4,1.0,Rap
FTCU,1a73gcEg6h6Re6hHXoVltJ,172137,91,True,Pink Friday 2,2bYCNZfxZrTUv1CHXkz2d2,album,22,2023-12-08,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,hip pop; pop; queens hip hop; rap,88,30631762,0.928,0.458,11,0.489,-6.751,1,0.395,0.187,0.0175,0.000446,0.118,0.242,144.995,0.674,4,0.443,Rap
RNS,4b8zFITxLmN0rIbhuj5wub,138856,61,True,RNS,7CRZBxNtX0t4bD3w5zQY78,single,1,2024-01-26,ATL Jacob,7jAs1uPnpfNmT6e5qtEPxq,,76,11358,0.92,0.703,8,0.776,-4.976,1,0.689,0.357,0.00518,0.0,0.0893,0.853,140.012,0.438,4,0.964,Rap
HVN ON EARTH (with Kodak Black),4367dXCt02KMgELPisJ2D4,188870,78,True,HVN ON EARTH,5bHwBaNZKESVBhqCvs4Ify,single,1,2023-08-18,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap; pluggnb; rap,81,6891019,0.736,0.645,1,0.458,-5.195,1,0.339,0.0807,0.0724,0.00086,0.136,0.201,132.024,0.577,3,0.053,Rap
Rich Baby Daddy (feat. Sexyy Red & SZA),1yeB8MUNeLo9Ek1UEpsyz6,319191,92,True,For All The Dogs,4czdORdCWP9umpbhFXK2fW,album,23,2023-10-06,Drake,3TVXtAsR1Inumwj472S9r4,canadian hip hop; canadian pop; hip hop; pop rap; rap,96,84302378,0.645,0.729,2,0.193,-4.56,1,0.319,0.0528,0.0377,0.0,0.384,0.142,146.01,0.49,4,0.954,Rap
Bachelor,35gu7pEQ2gOLUvskspCD3Y,241533,74,True,Bachelor,5csXVq16N67kRKWhgUmWpk,single,1,2023-11-03,Turbo,002HSjuWsGMinkXTa7JcRp,,53,17282,0.805,0.63,1,0.622,-6.467,0,0.715,0.174,0.225,0.0,0.204,0.567,129.232,0.755,4,0.969,Rap
Big Dog (with Lil Wayne),4EKfEZ89t2DzU41RbsyFC6,253760,69,True,Big Dog,5N1Y4h6H1fiS7tIL0fPivM,single,1,2023-11-03,Benny The Butcher,5Matrg5du62bXwer29cU5T,alternative hip hop; boom bap; buffalo hip hop; hip hop; upstate ny rap,64,388378,0.646,0.758,2,0.442,-5.673,1,0.33,0.398,0.531,0.0,0.363,0.407,73.318,0.013,4,1.0,Rap
Red Moon,6odqveUIgvpWWvtANLcZpH,171827,76,False,Red Moon,1Qps54HR7OJ8GJsmoRl6ob,single,1,2023-12-27,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,hip hop; melodic rap; philly rap; rage rap; rap,85,16595202,0.554,0.881,2,0.277,-4.176,0,0.425,0.138,0.115,0.0,0.119,0.455,162.032,0.141,4,0.957,Rap
I KNOW ?,6wsqVwoiVH2kde4k4KKAFU,211582,92,True,UTOPIA,18NOKLkZETa4sWwLMIm0UZ,album,19,2023-07-28,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,hip hop; rap; slap house,92,26701144,0.927,0.619,5,0.714,-4.441,0,0.691,0.0539,0.0186,0.0,0.104,0.817,117.995,0.929,4,0.995,Rap
500lbs,1xWkeSPhf3bZqHY7Ncz8vp,144390,84,True,500lbs,2Ro9gydgq5JWy7b22zPty9,single,1,2023-07-21,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap; pluggnb; rap,81,6891019,0.731,0.667,7,0.389,-7.928,0,0.415,0.0815,0.134,0.0,0.114,0.485,123.042,0.791,4,1.0,Rap
Crazy,73f5rpLgydSRIvHzRLcJFF,192000,75,True,Crazy,5kj4uRtKgpR9PKnQaMYqZU,single,2,2023-12-15,Lil Baby,5f7VJjfbwm532GiveGC0ZK,atl hip hop; atl trap; rap; trap,86,16541735,0.818,0.435,4,0.0,-8.167,0,0.203,0.322,0.0755,0.0,0.207,0.282,130.046,0.172,4,0.99,Rap
Turks & Caicos (feat. 21 Savage),3kfhS2L56Wj8fBcu7xE47H,203345,81,True,Nostalgia,0xojHpNNGFiPqc3TXmh6Gv,album,18,2023-09-15,Rod Wave,45TgXXqMDdF8BkjA83OM7z,florida rap,79,6475803,0.544,0.496,0,0.432,-12.032,1,0.494,0.21,0.13,0.0,0.166,0.314,103.148,0.159,5,1.0,Rap
WHAT'S THE MOVE? (feat. Future and BabyDrill),0oqnZWNBvobs1t181f45Ck,199547,72,True,WHAT'S THE MOVE? (feat. Future and BabyDrill),4GwIahaGnJ2cA4QfAJ74nF,single,1,2023-11-08,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,80,5074247,0.525,0.552,1,1.0,-6.575,1,0.844,0.0709,0.0332,0.0,0.378,0.148,144.382,0.187,4,0.768,Rap
SAY MY GRACE (feat. Travis Scott),2Gk6fi0dqt91NKvlzGsmm7,173253,83,True,SET IT OFF,1D1hLipjrdB6pnxurMtC3E,album,21,2023-10-13,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,atl hip hop; hip hop; pop rap; rap; trap,80,3594173,0.773,0.635,10,0.189,-5.06,1,0.539,0.0452,0.0585,0.0,0.132,0.476,121.879,0.44,4,0.75,Rap
Glizock & Wizop (feat. Key Glock),0zbGWzQkLY5wn4xyiLYEi0,192508,72,True,Glizock & Wizop (feat. Key Glock),4ocf6wJAV6NJCBn8nTkeaj,single,1,2023-10-13,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,atl hip hop; dirty south rap; hip hop; pop rap; rap; southern hip hop; trap,76,5253107,0.909,0.564,2,0.196,-7.483,1,0.092,0.31,0.0107,0.0,0.109,0.548,146.94,0.703,4,1.0,Rap
FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,191700,91,True,UTOPIA,18NOKLkZETa4sWwLMIm0UZ,album,19,2023-07-28,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,hip hop; rap; slap house,92,26701144,0.569,0.882,3,0.601,-2.777,0,0.286,0.06,0.0316,0.0,0.142,0.201,148.038,0.497,4,1.0,Rap
Okay,0VJXWgw0GWsprapvlpbuyu,192195,71,True,Okay,4gCmNrnuUeWSj06B2gdsFc,single,1,2023-12-08,French Montana,6vXTefBL93Dj5IqAWq6OTv,hip hop; pop rap; rap; southern hip hop; trap,73,5259928,0.876,0.528,9,0.405,-9.223,1,0.257,0.233,0.0619,0.0,0.0904,0.346,123.007,0.528,4,0.949,Rap
Long Story Short (with Lil Wayne),2jmdxJ60YfV3fVemuLz7pD,210338,71,True,Long Story Short,5Nzk5vGBrgjl9Ll8vk8m2q,single,1,2023-11-10,2 Chainz,17lzZA2AlOHwCwFALHttmp,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap,76,8000893,0.842,0.857,2,0.576,-4.521,1,0.547,0.203,0.269,0.0,0.418,0.54,136.956,0.976,4,1.0,Rap
BROAD DAY (feat. Future),6Qc90FMwNUjJ2M893RdYUg,168426,74,True,SET IT OFF,1D1hLipjrdB6pnxurMtC3E,album,21,2023-10-13,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,atl hip hop; hip hop; pop rap; rap; trap,80,3594173,0.677,0.658,2,0.022,-6.223,1,0.418,0.293,0.0538,0.0,0.167,0.164,189.976,0.0,4,0.927,Rap
Down With Me,5ZDIwpR2JMwuRM8xumtmxn,120034,81,True,Down With Me,6qXPKqlxpKnDqYYrFDKnsx,single,1,2024-01-04,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap; pluggnb; rap,81,6891019,0.712,0.588,9,0.478,-5.332,0,0.421,0.0543,0.112,0.0,0.21,0.471,114.929,0.599,4,1.0,Rap
Everybody (feat. Lil Uzi Vert),5ZJGv7aGdIr9IGpxzSG18T,180869,88,True,Pink Friday 2,2bYCNZfxZrTUv1CHXkz2d2,album,22,2023-12-08,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,hip pop; pop; queens hip hop; rap,88,30631762,0.736,0.769,11,0.614,-5.546,0,0.569,0.258,0.027,0.0,0.23,0.388,137.947,0.633,4,1.0,Rap
Great Gatsby,4M68xjcc42oxyphhzpOWXS,146751,80,True,Nostalgia,0xojHpNNGFiPqc3TXmh6Gv,album,18,2023-09-15,Rod Wave,45TgXXqMDdF8BkjA83OM7z,florida rap,79,6475803,0.67,0.555,1,0.491,-9.12,0,0.561,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,0.385,4,0.976,Rap
Lemme See,53QRPT9Z42ALxGL1YGT9x1,165765,73,True,When I Was Dead,65SsQtOf5Cd25fanX62XRR,album,19,2023-11-10,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,florida drill; florida rap; melodic rap; miami hip hop; rap; trap; trap latino,80,10137593,0.94,0.652,5,0.54,-5.806,1,0.572,0.303,0.00226,0.0,0.0898,0.712,95.976,0.493,4,0.996,Rap
Presha (with Lil Wayne),6N7TGPYfGP2oxiy9Cpaz9G,185453,73,True,Presha,2tnjYrSajrt2nlv2Acf1DP,single,1,2023-10-20,2 Chainz,17lzZA2AlOHwCwFALHttmp,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap,76,8000893,0.886,0.558,1,0.388,-7.806,1,0.494,0.346,0.00789,0.0,0.133,0.614,75.499,0.384,4,0.968,Rap
